2	2	15	68	10	55	86	60	47	8	37	0
1	13	1	69	0	18	87	33	1	34	19	1
20	40	42	48	0	54	62	43	26	2	35	1
6	26	2	8	30	24	88	8	24	25	8	0
15	26	6	70	45	56	12	7	4	6	7	0
2	25	2	18	47	12	57	61	13	25	21	0
1	41	7	10	7	17	22	24	0	12	26	0
29	7	19	26	4	57	17	62	48	18	2	0
11	42	13	71	3	43	2	2	19	11	20	4
1	12	23	32	39	12	68	14	19	23	6	2
14	16	32	72	38	58	89	1	6	24	23	0
6	5	9	73	31	51	33	21	13	35	36	2
13	6	31	74	48	59	90	56	7	34	3	0
14	16	32	72	38	58	89	1	6	24	23	0
3	6	6	8	32	9	2	63	7	0	16	1
28	3	2	11	1	60	91	42	49	36	7	0
9	17	12	75	25	8	92	49	42	19	28	0
9	17	12	75	25	8	92	49	42	19	28	0
21	4	26	5	45	24	40	38	46	19	9	2
30	32	10	26	45	21	93	64	28	37	38	3
30	32	10	26	45	21	93	64	28	37	38	3
21	4	26	5	45	24	40	38	46	19	9	2
11	5	40	76	48	31	94	65	9	3	27	1
1	34	32	38	1	1	76	66	48	12	33	1
9	17	12	75	25	8	92	49	42	19	28	0
18	17	14	64	2	45	95	51	36	13	1	1
0	3	0	77	14	61	96	31	26	1	24	1
31	0	31	17	32	28	97	20	7	32	4	0
18	23	43	78	39	13	98	67	50	2	30	2
22	43	20	79	48	18	48	56	50	25	14	1
23	8	11	80	39	62	99	35	51	38	15	1
20	1	31	5	25	10	14	19	13	25	32	0
6	24	44	5	0	6	51	14	23	12	5	0
13	10	7	81	47	44	24	68	34	12	10	4
1	5	5	82	11	20	100	62	29	37	36	2
22	0	20	83	14	26	39	53	33	26	19	1
14	3	2	11	7	29	48	33	25	39	10	0
3	4	39	84	4	12	101	29	34	30	30	4
25	3	32	85	38	49	0	31	48	12	23	1
19	15	27	8	23	34	42	27	25	14	35	4
11	16	3	86	1	9	102	28	3	40	34	0
11	21	20	86	32	37	39	2	3	41	14	0
20	12	25	8	18	63	103	69	33	34	34	1
12	2	2	87	32	8	35	0	52	13	35	1
14	0	2	75	2	45	104	49	4	23	4	0
12	14	40	30	31	45	105	51	35	7	14	1
12	43	40	30	31	64	106	31	35	7	14	1
18	17	6	88	7	54	60	26	13	42	3	0
25	1	17	7	11	37	93	59	36	13	5	1
12	44	14	89	39	35	7	19	2	33	32	3
10	2	30	3	15	38	107	23	33	25	28	4
7	2	30	3	13	40	108	23	33	10	28	0
12	2	2	87	32	8	35	0	52	13	35	1
12	2	0	73	0	4	27	12	35	18	10	0
7	45	1	84	48	11	109	70	28	19	4	1
11	43	45	90	49	65	110	70	35	30	27	1
11	1	44	91	50	66	111	70	35	12	27	0
11	43	45	90	50	65	103	70	44	24	27	1
12	14	26	37	13	38	112	18	23	4	28	1
20	4	26	64	2	39	113	65	20	1	0	1
12	14	26	37	13	38	112	18	23	4	28	1
12	0	18	92	1	40	77	57	36	13	14	1
20	4	26	64	2	39	113	65	20	1	0	1
14	30	3	93	2	57	114	71	21	13	4	1
12	14	1	94	39	28	115	4	12	6	6	0
16	2	14	95	18	53	22	59	48	13	19	4
11	26	37	96	16	0	116	31	36	34	0	1
0	7	3	97	0	24	79	35	24	21	34	1
32	32	46	98	1	18	40	56	6	16	3	4
12	46	22	69	7	43	87	5	31	43	19	1
21	47	20	29	32	58	0	16	5	29	1	0
29	48	21	99	8	60	117	1	32	21	13	1
12	6	9	26	11	15	47	62	31	32	21	2
0	7	3	97	0	24	79	35	24	21	34	1
18	36	22	100	14	20	16	72	53	18	7	0
4	16	21	26	51	15	52	9	1	2	39	2
16	14	26	56	4	40	33	18	32	24	23	1
22	0	0	4	45	0	61	22	34	37	5	1
16	14	26	56	4	40	33	18	32	24	23	1
27	2	26	101	4	46	35	73	32	2	23	1
22	3	0	4	45	21	118	5	41	35	5	1
22	0	0	4	45	0	61	22	34	37	5	1
3	49	47	102	52	26	10	74	0	10	27	0
4	16	21	26	51	15	52	9	1	2	39	2
10	24	32	81	31	26	119	69	17	12	27	0
1	50	41	46	9	20	120	39	40	25	16	0
20	17	6	103	9	28	121	75	31	12	35	1
11	9	3	78	32	9	122	5	54	13	7	0
20	16	3	104	35	64	123	48	14	8	27	0
11	9	3	78	32	9	122	5	54	13	7	0
20	17	6	103	9	28	121	75	31	12	35	1
12	51	48	99	27	35	18	31	22	22	28	4
8	2	2	37	35	24	124	76	30	16	4	0
28	0	15	37	30	54	125	76	32	16	1	0
3	3	9	105	3	40	124	49	33	2	20	0
3	3	9	105	3	40	124	49	33	2	20	0
3	3	9	105	3	40	124	49	33	2	20	0
3	3	9	105	3	40	124	49	33	2	20	0
12	52	3	93	4	38	126	31	27	13	4	0
0	14	24	26	47	50	49	62	30	30	39	2
4	16	47	106	30	4	94	55	55	26	4	0
17	4	17	107	2	54	97	40	21	22	35	1
33	13	18	37	53	58	127	72	23	13	16	1
20	26	7	78	43	58	24	34	36	24	10	2
12	17	1	63	15	67	128	21	1	23	7	0
14	47	40	108	31	50	18	43	7	22	35	1
21	6	0	18	11	18	129	60	22	44	12	0
12	26	19	35	51	35	130	45	26	42	30	2
16	25	19	26	53	60	87	24	10	11	26	2
29	24	18	26	51	60	91	24	10	18	26	2
21	37	13	19	47	55	93	77	19	0	15	1
25	26	30	32	18	50	131	36	56	45	15	4
15	14	47	109	12	9	97	65	35	13	24	5
14	47	40	108	31	50	18	43	7	22	35	1
16	17	45	91	10	62	7	50	57	34	25	5
16	17	15	5	38	17	30	66	24	8	14	0
18	14	15	10	7	0	45	78	31	23	4	3
1	29	32	58	6	48	2	33	27	30	5	2
1	29	32	58	6	48	2	33	27	30	5	2
11	3	15	46	8	58	132	9	31	13	37	0
16	34	9	29	47	68	8	79	48	21	10	4
14	53	14	22	32	53	42	22	31	19	19	0
14	43	2	110	31	53	63	80	52	4	28	1
14	2	2	42	45	43	133	72	14	37	19	1
3	43	2	111	0	64	134	81	50	32	4	0
4	17	14	8	11	22	35	9	20	15	33	0
14	43	2	110	31	53	63	80	52	4	28	1
14	4	18	97	18	16	111	82	10	16	34	0
34	54	27	2	31	11	28	72	30	33	7	1
34	55	27	112	4	11	121	83	30	33	7	0
35	56	27	4	0	53	45	72	30	33	7	0
14	4	18	97	18	16	111	82	10	16	34	0
30	57	27	4	4	26	45	72	12	23	7	1
16	16	18	64	14	30	66	31	46	24	14	1
7	54	32	84	19	2	27	4	11	24	20	1
0	43	36	113	9	52	135	42	16	42	1	1
7	24	6	114	9	36	136	26	7	33	24	0
18	25	6	115	4	29	60	26	7	23	24	0
33	14	2	10	16	34	137	84	42	13	33	1
12	4	1	8	4	1	138	63	16	4	33	4
0	1	49	116	45	6	52	47	2	40	9	2
0	17	0	62	39	22	11	45	3	24	30	3
21	13	50	28	30	53	22	85	1	27	18	3
12	32	7	84	15	51	55	5	50	28	13	4
18	12	32	117	38	36	77	55	3	1	14	1
20	29	26	118	48	51	92	86	13	1	0	1
17	4	21	119	36	3	111	18	50	4	0	1
10	2	23	67	18	36	139	87	5	16	7	0
3	3	15	120	3	54	70	49	9	15	20	2
3	3	15	120	3	54	70	49	9	15	20	2
3	3	15	120	3	54	70	49	9	15	20	2
3	3	15	120	3	54	70	49	9	15	20	2
25	45	20	121	35	57	62	83	58	22	13	0
9	2	12	122	25	57	75	52	59	2	27	1
4	2	41	123	35	35	31	44	53	26	24	2
36	56	9	1	25	11	140	56	47	24	40	5
1	21	19	8	9	11	141	21	22	25	23	0
8	20	51	124	0	26	136	76	33	33	23	1
3	24	31	89	35	69	72	66	3	27	21	2
22	9	45	125	9	42	20	51	14	0	15	0
18	9	37	35	31	31	16	60	36	0	29	0
21	37	38	1	24	53	57	11	27	9	8	0
8	25	14	29	2	60	142	8	23	24	13	0
21	37	38	1	24	53	57	11	27	9	8	0
19	43	47	14	48	37	17	11	31	34	39	0
17	37	26	126	19	9	73	4	21	30	3	0
17	37	26	126	19	9	73	4	21	30	3	0
3	31	26	127	3	50	73	28	21	30	3	1
17	47	26	127	3	9	60	28	21	30	3	0
4	21	19	33	45	2	115	33	21	19	16	2
4	13	18	38	47	53	66	12	24	30	16	0
21	34	19	35	6	7	24	14	43	17	36	2
37	58	13	97	8	15	61	62	57	16	41	3
26	16	6	128	16	17	28	26	28	0	15	0
27	34	47	127	11	36	60	37	46	7	15	0
16	12	47	129	7	29	35	37	46	46	15	1
12	2	52	10	54	37	143	21	33	2	27	0
12	16	1	116	53	11	115	33	24	24	33	0
7	17	14	130	53	53	90	5	3	18	13	1
25	1	39	131	51	12	14	88	58	34	36	2
21	59	21	57	7	70	58	21	8	32	2	0
19	60	26	10	35	43	101	33	60	42	29	2
7	17	14	130	53	53	90	5	3	18	13	1
12	16	1	116	53	11	115	33	24	24	33	0
12	2	45	132	53	15	144	41	26	11	16	0
8	37	53	18	9	5	37	16	35	10	10	1
22	0	20	121	19	71	145	41	4	32	13	1
6	14	6	133	7	24	146	76	59	27	15	0
11	12	17	134	30	17	9	72	3	28	15	0
10	2	14	118	16	40	75	87	47	13	4	0
3	26	6	14	45	26	76	8	14	16	16	1
11	4	14	38	51	11	147	9	28	27	41	3
12	17	1	32	8	17	90	33	21	12	33	1
1	3	32	46	5	7	148	19	48	3	37	0
10	2	1	135	11	2	14	26	25	2	24	1
29	14	18	58	53	60	68	60	10	24	8	1
1	3	32	46	5	7	148	19	48	3	37	0
1	3	23	5	45	43	52	29	31	19	21	0
16	0	19	136	0	40	0	31	48	19	14	0
25	14	2	14	15	60	130	83	18	6	16	1
7	6	14	5	1	54	21	21	61	47	19	2
9	25	5	37	0	31	116	36	3	10	20	2
38	17	0	5	15	6	5	89	21	25	15	0
11	14	12	99	4	2	120	23	4	4	27	0
35	13	39	137	18	51	119	27	46	48	15	1
35	43	39	137	13	3	121	16	46	49	15	0
20	61	23	32	2	26	78	70	48	3	4	0
29	12	54	14	53	18	117	19	28	16	21	2
18	24	6	117	36	65	62	90	21	2	0	0
26	6	31	111	13	24	132	65	36	13	15	0
13	9	44	108	38	14	144	51	36	4	15	1
1	19	0	35	4	3	20	11	27	43	10	2
17	21	2	60	11	16	29	8	34	31	42	2
24	62	32	24	55	31	149	59	7	16	4	0
17	21	2	60	11	16	29	8	34	31	42	2
16	47	12	27	15	72	19	17	10	33	4	0
17	5	7	105	24	8	43	87	42	24	20	0
17	5	7	105	24	8	43	87	42	24	20	0
21	34	23	10	2	56	136	33	36	50	1	0
39	25	15	26	2	12	33	1	0	19	16	0
14	17	1	116	7	21	118	78	21	32	33	0
11	17	3	138	15	38	71	56	48	13	19	0
20	63	13	8	48	56	150	37	36	34	28	1
12	45	32	100	2	50	143	70	43	12	7	0
17	5	7	105	24	8	43	87	42	24	20	0
12	7	2	95	47	55	15	60	62	19	10	2
19	14	3	91	56	10	151	9	43	17	18	2
19	6	19	5	57	50	9	60	62	46	8	0
14	21	47	16	18	28	66	33	13	0	23	0
33	43	11	95	1	53	152	27	14	26	33	0
20	20	14	139	4	35	56	37	14	38	17	1
14	21	47	16	18	28	66	33	13	0	23	0
33	43	11	95	1	53	152	27	14	26	33	0
7	64	55	81	32	6	113	21	30	5	15	1
3	0	19	78	32	2	28	69	20	16	34	0
40	21	41	1	46	55	153	91	63	24	41	2
40	21	41	1	46	55	153	91	63	24	41	2
11	13	30	5	47	60	93	63	31	16	16	2
17	25	45	26	0	23	98	59	36	22	15	2
27	4	37	140	1	6	62	33	5	26	15	0
11	13	30	5	47	60	93	63	31	16	16	2
17	25	45	26	0	23	98	59	36	22	15	2
3	2	18	139	9	8	26	43	20	8	20	0
22	29	30	50	14	35	31	48	13	6	34	0
3	0	19	78	32	2	28	69	20	16	34	0
19	34	15	141	46	18	109	29	19	12	12	2
40	21	41	1	46	55	153	91	63	24	41	2
37	9	40	5	43	56	154	19	55	12	8	2
1	20	14	142	7	73	155	37	13	41	2	1
18	26	3	22	15	10	120	28	40	22	7	0
0	1	9	138	8	46	110	92	4	42	14	2
0	1	9	138	8	46	110	92	4	42	14	2
10	34	3	10	53	74	156	47	20	22	33	1
21	58	25	143	53	12	109	44	28	4	19	0
17	17	5	18	58	18	58	45	50	5	43	0
12	40	53	43	4	27	73	76	3	2	0	1
12	0	56	14	7	75	17	8	4	30	15	1
28	2	12	46	53	2	157	14	33	12	10	1
1	25	2	5	47	15	88	14	64	13	10	0
25	14	19	144	32	39	17	93	29	2	23	1
11	24	12	12	8	16	69	6	1	30	25	0
1	25	2	5	47	15	88	14	64	13	10	0
12	40	53	43	4	27	73	76	3	2	0	1
21	29	27	26	22	22	42	21	47	8	34	1
20	0	20	144	9	40	158	52	65	5	35	1
12	5	20	134	6	26	0	62	11	41	30	0
12	0	56	14	7	75	17	8	4	30	15	1
16	2	1	145	53	50	12	67	40	12	11	2
14	65	26	8	1	74	109	66	14	16	23	1
1	18	15	8	4	35	89	8	2	6	29	0
28	2	12	46	53	2	157	14	33	12	10	1
3	16	15	146	11	37	62	25	66	4	20	0
17	2	0	147	7	24	120	65	1	44	4	0
3	24	15	8	45	16	76	62	26	13	13	1
3	24	15	8	45	16	76	62	26	13	13	1
3	16	15	146	11	37	62	25	66	4	20	0
17	2	0	147	7	24	120	65	1	44	4	0
9	26	19	8	35	31	12	33	3	37	24	0
12	14	41	130	15	49	107	54	20	4	20	1
9	26	19	8	35	31	12	33	3	37	24	0
9	13	30	1	2	26	144	39	32	5	13	0
0	5	20	63	51	9	4	38	26	18	32	2
0	26	30	17	0	17	159	26	10	25	16	0
0	26	30	148	0	17	126	26	10	25	16	0
0	26	30	148	0	17	126	26	10	25	16	0
14	3	9	97	15	3	71	26	30	8	13	2
0	26	30	17	0	17	159	26	10	25	16	0
0	26	30	148	0	17	126	26	10	25	16	0
12	43	37	45	18	8	124	20	33	0	23	1
26	26	19	8	14	18	153	69	49	22	27	1
20	13	39	111	36	38	97	87	20	1	14	1
12	43	37	45	18	8	124	20	33	0	23	1
11	12	54	10	32	12	150	33	24	24	24	1
9	66	1	95	0	76	112	21	4	42	3	2
3	58	57	5	59	7	48	5	65	33	34	4
0	3	0	112	56	20	160	94	29	4	38	3
14	25	7	98	46	56	2	8	19	1	43	2
21	2	3	24	16	58	128	78	27	27	24	1
7	7	3	26	6	54	3	19	29	26	9	3
9	66	1	95	0	76	112	21	4	42	3	2
4	29	10	8	23	58	42	21	2	25	34	1
18	5	7	1	56	56	15	50	46	32	17	2
21	27	16	129	5	13	144	5	1	51	16	0
19	16	30	69	43	38	79	38	61	28	44	3
7	52	45	59	32	38	19	43	2	25	14	0
14	17	0	149	53	50	130	43	21	37	5	0
20	4	3	44	11	7	156	17	11	3	36	5
16	2	19	140	38	2	63	11	57	19	9	1
10	37	26	75	32	56	151	55	53	6	24	0
10	37	26	75	32	56	151	55	53	6	24	0
11	2	22	1	13	11	143	39	55	5	13	2
3	57	16	135	52	23	50	74	34	25	27	1
21	25	21	8	11	11	149	61	11	2	2	1
25	23	13	63	16	31	32	27	64	16	33	2
19	0	19	1	9	16	151	59	67	16	13	2
11	2	22	1	13	11	143	39	55	5	13	2
11	37	26	75	32	56	151	55	53	6	24	0
1	3	20	5	60	5	41	13	1	3	44	2
20	26	19	148	36	35	47	3	38	8	1	1
19	40	3	16	18	20	128	59	46	52	24	0
21	31	14	115	40	77	161	74	22	13	40	1
20	26	19	148	36	35	47	3	38	8	1	1
0	16	22	150	15	50	13	55	5	0	14	1
25	16	55	31	15	29	71	71	29	24	1	1
12	4	47	69	4	43	117	66	14	12	23	0
3	20	8	44	15	64	152	76	26	13	35	1
1	26	50	151	61	11	79	23	38	22	28	1
0	18	3	15	30	38	21	3	5	34	23	0
12	4	47	69	4	43	117	66	14	12	23	0
3	20	8	44	15	64	152	76	26	13	35	1
3	43	58	152	15	52	140	95	33	8	4	1
5	40	51	153	30	23	30	92	0	53	14	0
10	27	1	154	45	11	122	17	7	48	15	1
7	17	22	18	62	12	162	45	10	0	41	0
0	9	20	38	39	11	1	72	28	15	4	2
24	7	41	155	51	2	15	5	11	11	23	0
0	17	53	44	10	40	104	82	34	42	1	1
9	2	0	10	56	37	52	91	6	12	9	2
0	5	30	5	47	10	154	33	25	10	13	0
20	58	29	13	63	23	163	1	66	23	34	0
1	5	23	13	35	78	61	12	31	5	16	0
18	28	1	114	31	20	10	36	5	27	34	1
25	34	6	14	15	0	160	14	12	16	33	0
16	16	26	45	4	9	144	31	30	19	1	1
18	28	1	114	31	20	10	36	5	27	34	1
4	40	32	129	64	79	122	26	46	23	4	1
4	6	9	5	56	53	25	16	15	25	7	0
19	7	7	5	65	21	25	12	64	16	7	0
7	12	30	14	6	16	127	47	20	19	31	0
9	43	22	1	0	57	111	69	30	40	13	0
9	14	20	61	15	39	96	23	23	0	28	0
0	2	0	16	6	48	164	46	33	22	38	0
20	3	15	1	8	60	101	38	10	3	32	2
26	24	18	114	30	37	140	77	4	22	3	0
1	24	30	46	60	4	30	96	21	26	10	0
12	25	9	116	7	31	59	1	22	23	31	0
27	32	29	4	65	4	39	50	12	15	41	0
3	47	8	156	35	80	165	76	50	1	22	4
12	3	3	1	43	21	45	79	46	25	41	0
27	62	1	16	7	74	50	8	27	41	15	1
3	47	8	156	35	80	165	76	50	1	22	4
3	2	36	157	0	38	122	53	50	1	1	0
12	24	50	120	11	36	61	43	13	15	4	0
11	1	32	158	11	48	107	17	21	46	3	0
10	1	22	158	47	48	107	17	3	46	3	1
26	6	20	59	18	51	120	65	49	6	28	0
26	6	20	59	18	51	120	65	49	6	28	0
17	67	18	57	66	19	90	72	44	8	0	1
19	17	19	68	32	50	0	5	68	25	15	2
25	68	30	91	30	40	33	96	53	2	6	0
19	17	19	68	32	50	0	5	68	25	15	2
18	0	56	14	35	27	29	61	24	19	15	0
26	12	14	46	16	48	35	6	25	30	38	0
17	14	0	71	7	20	21	27	26	32	5	0
9	34	23	26	65	31	166	84	24	37	21	0
26	2	3	15	45	11	154	58	14	12	29	2
21	13	18	69	14	4	35	32	22	4	16	0
12	6	7	1	48	3	34	21	50	0	27	1
9	45	12	13	0	54	34	8	0	27	16	0
25	36	30	68	2	18	46	62	61	26	8	0
3	12	1	159	32	19	167	70	3	3	25	1
6	24	18	35	30	48	9	70	16	43	24	1
6	24	18	35	30	48	9	70	16	43	24	1
14	16	2	14	11	22	147	97	34	12	10	0
16	34	3	13	5	22	51	38	34	24	21	0
29	29	7	16	11	81	56	68	22	21	10	1
25	4	15	57	67	56	120	21	33	0	34	0
3	13	31	28	7	68	168	19	41	6	41	4
21	2	41	46	39	16	89	38	28	2	30	0
30	34	59	1	53	56	160	67	53	14	43	0
29	24	39	155	51	12	11	94	69	0	21	0
11	60	14	33	32	20	59	7	61	44	7	0
11	6	11	145	68	45	38	83	49	3	14	1
9	16	0	93	26	57	152	76	44	15	20	0
9	16	0	93	26	57	152	76	44	15	20	0
9	16	0	93	26	57	152	76	44	15	20	0
6	69	53	160	15	38	13	98	33	16	27	1
6	69	53	160	15	38	13	98	33	16	27	1
9	16	0	93	26	57	152	76	44	15	20	0
21	17	32	5	0	22	169	8	32	25	16	1
12	16	26	82	18	9	108	15	22	9	1	0
18	13	20	135	7	70	141	99	64	10	10	4
3	23	60	19	2	66	70	76	26	19	35	1
24	29	14	10	0	1	35	8	30	40	3	0
18	17	6	17	45	10	66	58	5	46	3	0
12	2	61	94	15	54	71	92	24	16	20	0
11	7	41	26	7	9	28	88	62	23	15	0
1	14	26	119	30	24	10	35	62	26	7	0
33	5	12	68	13	70	57	94	1	1	37	0
10	6	20	13	4	2	143	12	62	13	19	2
3	23	60	19	2	66	70	76	26	19	35	1
0	1	53	111	2	50	17	76	65	8	4	2
41	16	1	8	43	20	157	47	52	18	12	2
26	2	1	1	56	16	132	97	0	24	38	2
0	1	53	111	2	50	17	76	65	8	4	2
26	2	1	1	56	16	132	97	0	24	38	2
41	16	1	8	43	20	157	47	52	18	12	2
31	29	62	59	9	22	32	55	9	28	23	1
21	37	26	1	1	7	144	16	31	13	16	0
25	26	26	51	4	57	163	48	10	12	1	1
3	12	45	7	15	36	119	29	44	48	18	0
18	26	12	115	1	20	38	99	13	43	3	2
25	40	54	1	19	28	149	59	11	15	2	1
33	12	19	39	24	28	81	48	33	7	34	0
9	1	41	26	9	7	90	12	50	29	16	2
12	67	32	7	25	24	163	83	21	19	27	1
26	5	9	104	40	4	12	100	13	4	15	0
3	29	1	31	14	81	170	72	23	12	36	0
19	14	37	69	32	52	116	12	50	42	24	1
21	14	53	69	2	63	34	39	50	27	24	0
10	2	19	71	7	30	26	89	3	51	23	0
9	37	35	156	14	82	124	76	16	22	35	1
10	2	22	63	11	35	88	9	31	30	17	2
18	12	36	161	15	30	110	98	41	5	0	1
3	25	1	63	8	54	48	45	26	12	32	2
9	25	23	68	6	28	29	29	14	2	25	2
28	5	32	46	15	3	171	88	23	13	19	0
28	3	22	46	15	3	72	88	23	13	19	0
20	5	23	62	5	8	116	46	36	24	32	2
10	2	22	63	11	35	88	9	31	30	17	2
19	27	18	162	39	37	115	9	19	24	18	2
9	37	35	156	14	82	124	76	16	22	35	1
27	6	41	7	16	13	47	1	29	12	23	1
17	1	41	34	36	30	17	7	23	14	2	0
